source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0705,PART_3,21,21:13,OTHER,C,3,Judicial Watch,"Cheney Energy Task Force Documents Feature Map of Iraqi Oilfields,",,2003,,,,"Baker cites this source in chapter 21 in connection with Cheney Energy Task Force Documents Feature Map of Iraqi Oilfields,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Cheney Energy Task Force Documents Feature; Judicial Watch; Map of Iraqi Oilfields,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 13: Judicial Watch, “Cheney Energy Task Force Documents Feature Map of Iraqi Oilfields,” July 17,2003, www,judicialwatch.org/iraqi=oilfield=pr.shtml."
BKR-0706,PART_3,21;23,21:16;23:56,SECONDARY_BOOK,B,3,Andrew Cockburn,"Rumsfeld: His Rise, Fall, and Catastrophic Legacy","New York: Scribner, 2007",2007,,,76-77; 88,"Baker cites this source in chapter 21 in connection with Rumsfeld: His Rise, Fall, and Catastrophic Legacy; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 23 in connection with Rumsfeld: His Rise, Fall, and Catastrophic Legacy; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Andrew Cockburn; Catastrophic Legacy; His Rise,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 16: Andrew Cockburn, Rumsfeld: His Rise, Fall, and Catastrophic Legacy (New York: Scribner, 2007), pp. 76-77. || Ch. 23, note 56: Andrew Cockburn, Rumsfeld: His Rise, Fall, and Catastrophic Legacy (New York: Scribner, 2007), p. 88."
BKR-0707,PART_3,21,21:17,PRIMARY_CONTEMPORARY_NEWS,B,3,Richard Sale,"Saddam Key in Early CIA Plot,",Nation,"April 11, 2003",CIA Plot,CIA,,"Baker cites this source in chapter 21 in connection with Saddam Key in Early CIA Plot,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original CIA referenced or described by this secondary source, with complete provenance",CIA; Early CIA Plot; Richard Sale; Saddam Key; United Press International,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 17: Richard Sale, “Saddam Key in Early CIA Plot,” United Press International, April 11, 2003."
BKR-0708,PART_3,21,21:18,SECONDARY_BOOK,B,3,Tom Barry,"Central America Inside Out: The Essential Guide to Its Societies, Politics, and Economics","New York: Grove, 1994",1994,,,470,"Baker cites this source in chapter 21 in connection with Central America Inside Out: The Essential Guide to Its Societies, Politics, and Economics; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Central America Inside Out; Its Societies; Tom Barry,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 18: Tom Barry, Central America Inside Out: The Essential Guide to Its Societies, Politics, and Economics (New York: Grove, 1994), p. 470."
BKR-0709,PART_3,21,21:19,PRIMARY_CONTEMPORARY_NEWS,B,3,,CIA to supply intelligence data to the contras and the Salvadoran government forces fighting the leftist and FLMN guerrillas,Time,,CIA to supply intelligence data to the; SR-71,CIA,,Baker cites this source in chapter 21 in connection with CIA to supply intelligence data to the contras and the Salvadoran government forces fighting the leftist and FLMN guerrillas; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original CIA referenced or described by this secondary source, with complete provenance",CIA; Nicaragua and El Salvador; U.S. Lockheed Martin SR-,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 19: At the same time, Noriega authorized intelligence-gathering flights by U.S. Lockheed Martin SR-71 “Blackbird” high-altitude reconnaissance aircraft over Nicaragua and El Salvador in order for the CIA to supply intelligence data to the contras and the Salvadoran government forces fighting the leftist and FLMN guerrillas."
BKR-0710,PART_3,21,21:22,OTHER,C,3,Paris’s Le Nouvel Observateur in January 1998,Interview with Paris’s Le Nouvel Observateur in January 1998,,"Brzezinski was asked, “Do you regret having supported the Islamic [integrisme], having given arms and advice to future terrorists?” He answered: “What is most important to the history of the world? The Taliban or the collapse of the Soviet empire? Some stirred-up Moslems or the liberation of Central Europe and the end of the cold war?”",,,,"Baker cites this in support of the surrounding discussion: t with Vice President Dan Quayle when he refused to commit Panama to a more confrontational role in fighting against Washington’s Central American enemies. Birns, who was in Panama as Noriega’s “honorable enemy” guest only hours before the U.S. invasion and was arguably the last American to meet with Noriega before U.S. troops arrived, told me that the Panamanian strongman was bitter because after years of servitude to Washington’s various regional crusades, Bush was unceremoniously dumping him.",,Central Europe and the; Paris’s Le Nouvel Observateur,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 22: In an interview with Paris’s Le Nouvel Observateur in January 1998, Brzezinski was asked, “Do you regret having supported the Islamic [integrisme], having given arms and advice to future terrorists?” He answered: “What is most important to the history of the world? The Taliban or the collapse of the Soviet empire? Some stirred-up Moslems or the liberation of Central Europe and the end of the cold war?”"
BKR-0711,PART_3,21,21:23,OTHER,C,3,Gail Sheehy,"Who’s in Charge Here,",,"July 22, 2004",,,,"Baker cites this source in chapter 21 in connection with Who’s in Charge Here,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Charge Here; Gail Sheehy; Mother Jones,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 23: and Gail Sheehy, “Who’s in Charge Here,” Mother Jones, July 22, 2004, http://motherjones.com/news/update/2004/07/07_400.html."
BKR-0712,PART_3,21,21:25,OTHER,C,3,,Secretary-General Kofi Annan would denounce the invasion in blunt terms: “It was illegal,,2004,,,,Baker cites this source in chapter 21 in connection with Secretary-General Kofi Annan would denounce the invasion in blunt terms: “It was illegal; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,BBC News; Iraq; Iraq War Illegal; Says Annan; Secretary-General Kofi Annan,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 25: In 2004, Secretary-General Kofi Annan would denounce the invasion in blunt terms: “It was illegal.’’See “Iraq War Illegal, Says Annan,” BBC News, September 16, 2004."
BKR-0713,PART_3,21,21:28,OTHER,C,3,Heather Connon,"Cairn Builder Reaches Peak,",,"January 25, 2004",,,,"Baker cites this source in chapter 21 in connection with Cairn Builder Reaches Peak,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Cairn Builder Reaches Peak; Heather Connon,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 28: Heather Connon, “Cairn Builder Reaches Peak,” Observer, January 25, 2004."
BKR-0714,PART_3,21,21:31,OTHER,C,3,Nicholas Christian,"Bush Not Sheepish About Trick,",,"February 20, 2005",,,,"Baker cites this source in chapter 21 in connection with Bush Not Sheepish About Trick,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bush Not Sheepish About Trick; Nicholas Christian,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 31: Nicholas Christian, “Bush Not Sheepish About Trick,” Scotsman, February 20, 2005."
BKR-0715,PART_3,21,21:32,PRIMARY_CONTEMPORARY_NEWS,B,3,White House press release,"Interview of the President by the Times of London,",Time,2005,,,,"Baker cites this source in chapter 21 in connection with Interview of the President by the Times of London,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original Interview referenced or described by this secondary source, with complete provenance",Interview of the President; Times of London; White House,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 32: White House press release, “Interview of the President by the Times of London,” June 30,2005. Available at www.whitehouse. gov."
BKR-0716,PART_3,21,21:34,PRIMARY_CONTEMPORARY_NEWS,B,3,Kevin Maguire,"Among Friends at ‘Blair Petroleum,’",Guardian,"November 9, 2001",,,,"Baker cites this source in chapter 21 in connection with Among Friends at ‘Blair Petroleum,’; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Among Friends; Blair Petroleum; Kevin Maguire,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 34: Kevin Maguire, “Among Friends at ‘Blair Petroleum,’ ” Guardian, November 9, 2001."
BKR-0717,PART_3,21,21:35,OTHER,C,3,Andrew Grice,"Blair Confidante Quits Downing Street to Join BP,",,"November 9, 2001",,,,"Baker cites this source in chapter 21 in connection with Blair Confidante Quits Downing Street to Join BP,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Andrew Grice; Blair Confidante Quits Downing Street,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 35: Andrew Grice, “Blair Confidante Quits Downing Street to Join BP,” /ndependent (London), November 9, 2001."
BKR-0718,PART_3,21,21:36,OTHER,C,3,David Rose,"Bush and Blair Made Secret Pact for Iraq War,",,"April 4, 2004",,,,"Baker cites this source in chapter 21 in connection with Bush and Blair Made Secret Pact for Iraq War,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bush and Blair Made Secret Pact; David Rose; Iraq; Iraq War,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 36: David Rose, “Bush and Blair Made Secret Pact for Iraq War,” Observer (London), April 4, 2004."
BKR-0719,PART_3,21,21:38;21:40;21:41;21:42,SECONDARY_BOOK,B,3,Frank Rich,The Greatest Story Ever Sold: The Decline and Fall of Truth from 9/11 to Katrina,"New York: Penguin, 2006",2006,,,30; 75; 76; 77,"Baker cites this source in chapter 21 in connection with The Greatest Story Ever Sold: The Decline and Fall of Truth from 9/11 to Katrina; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this in support of the surrounding discussion: The administration even gave its invasion a cinematic title: Shock and Awe. “Onscreen the pyrotechnics of Shock and Awe looked like a distant fireworks display, or perhaps the cool computer graphics of a Matrixinspired video game, rather than the bombing of a large city. None of Baghdad’s nearly six million people were visible.”",,Frank Rich,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 38: Frank Rich, The Greatest Story Ever Sold: The Decline and Fall of Truth from 9/11 to Katrina (New York: Penguin, 2006), p. 30. || Ch. 21, note 40: Rich, The Greatest Story Ever Sold, p. 75. || Ch. 21, note 41: Ibid., p. 77. || Ch. 21, note 42: Ibid., p. 76."
BKR-0720,PART_3,21,21:39,PRIMARY_CONTEMPORARY_NEWS,B,3,Howard Kurtz,"Peter Jennings, in the News for What He Didn’t Say,",Washington Post,"September 24, 2001",,,,"Baker cites this source in chapter 21 in connection with Peter Jennings, in the News for What He Didn’t Say,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Howard Kurtz; News for What He Didn’t Say; Peter Jennings; Washington Post,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 39: Howard Kurtz, “Peter Jennings, in the News for What He Didn’t Say,” Washington Post, September 24, 2001."
BKR-0721,PART_3,21;22,21:45;22:18,PRIMARY_CONTEMPORARY_NEWS,B,3,Walter V. Robinson,"1-year Gap in Bush’s Guard Duty,",Boston Globe,"May 23, 2000",,,,"Baker cites this source in chapter 21 in connection with 1-year Gap in Bush’s Guard Duty,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 22 in connection with 1-year Gap in Bush’s Guard Duty,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Boston Globe; Bush’s Guard Duty; Walter V. Robinson,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 45: Walter V. Robinson, “1-year Gap in Bush’s Guard Duty,” Boston Globe, May 23, 2000. || Ch. 22, note 18: Walter V. Robinson, “1-year Gap in Bush’s Guard Duty,” Boston Globe, May 23, 2000."
BKR-0722,PART_3,21,21:46,OTHER,C,3,White House press release,"President Honors America’s Veterans,",,"November 11, 2003",,,,"Baker cites this source in chapter 21 in connection with President Honors America’s Veterans,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,President Honors America’s Veterans; White House,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Useful corroborating or contextual source for reconstructing Baker's evidence trail.,"Ch. 21, note 46: White House press release, “President Honors America’s Veterans,” November 11, 2003. Availableat www.whitehouse. gov/news/releases/2003/11/2003 1111-8.html."
